id_hogar,ingreso_mensual_hogar,estrato_socioeconomico,recibe_subsidio,numero_integrantes_hogar,numero_menores_hogar,adulto_mayor_hogar,persona_con_discapacidad_hogar,acceso_internet_estable,acceso_servicios_basicos_completo,riesgo_habitacional,tiempo_desplazamiento_cabecera_min,distancia_centro_salud_min,inasistencia_escolar_hogar,nivel_educativo_jefe_hogar,barrio
H01706,776855,2,1,2,2,0,0,0,1,4,143,75,1,2,Buenos Aires
H01707,3140772,4,0,2,0,1,0,1,1,3,38,12,0,2,Centro
H01708,1662504,1,1,5,1,0,0,0,1,4,83,96,0,2,San Luis
H01709,974065,3,0,4,0,0,0,0,1,3,76,51,0,1,San Carlos
H01710,900970,3,1,5,3,0,0,1,0,4,37,29,0,2,Las Flores
H01711,953145,1,0,4,3,1,1,0,1,4,42,24,1,3,El Carmen
H01712,1913510,3,1,4,1,0,0,1,0,2,43,41,0,4,Villa Diana
H01713,1758600,2,0,3,0,0,0,1,1,1,38,6,0,4,San Jorge
H01714,1400631,3,0,5,1,1,0,1,1,1,67,38,0,3,Villa Sofía
H01715,2106311,3,1,4,0,0,0,1,0,3,60,84,0,2,El Bosque
H01716,1907774,2,1,5,2,0,0,0,0,5,77,42,0,2,Centro
H01717,2076700,2,0,4,1,0,0,1,1,3,32,25,0,3,San Jorge
H01718,1594581,1,1,5,5,0,0,1,1,2,56,15,0,3,El Porvenir
H01719,1421858,2,1,3,1,0,0,1,1,5,59,10,1,2,Manablanca
H01720,1074120,2,1,9,2,0,1,0,0,5,77,49,0,2,La Victoria
H01721,1676535,2,1,4,1,1,0,0,1,2,43,12,0,2,El Carmen
H01722,2302854,2,0,2,1,0,0,1,1,2,37,34,0,3,Las Acacias
H01723,1067112,1,1,3,3,0,0,0,1,4,28,25,0,3,Manablanca
H01724,1057856,3,0,4,1,1,0,0,1,1,75,18,0,2,Bellavista
H01725,538958,2,1,8,2,0,0,0,1,5,76,46,0,2,Altos del Sol
H01726,1580296,3,0,4,3,0,0,1,1,1,98,39,0,3,San Jorge
H01727,1237164,2,1,4,1,0,1,0,0,4,48,30,0,1,La Esperanza
H01728,2185813,2,1,6,3,1,0,0,0,4,44,32,0,3,San Carlos
H01729,543839,2,0,3,1,0,0,1,1,4,55,32,0,2,La Esperanza
H01730,1756343,2,1,7,3,0,0,0,0,4,42,33,1,4,Villa Diana
H01731,1478563,1,0,3,1,0,0,1,0,4,57,19,1,3,La Unión
H01732,1788587,3,0,6,4,0,1,1,1,1,45,23,0,2,Manablanca
H01733,1463561,2,0,4,1,0,0,1,1,2,28,6,1,4,Villa Sofía
H01734,1166054,3,0,9,2,1,0,1,1,3,23,20,0,2,San Luis
H01735,963566,2,1,4,2,0,0,0,1,5,52,35,1,2,La Aurora
H01736,1763950,1,0,9,2,1,0,0,1,2,80,39,0,4,Buenos Aires
H01737,1206513,2,0,4,2,1,1,0,0,3,48,28,1,4,Villa Sofía
H01738,1108376,1,1,5,0,0,0,1,1,3,112,32,0,2,La Aurora
H01739,675948,1,0,6,1,1,0,1,1,4,131,19,0,1,El Carmen
H01740,2470134,4,0,6,2,0,0,1,1,2,20,11,0,4,Centro
H01741,857385,1,1,5,1,0,0,1,1,3,21,39,1,3,Bellavista
H01742,691202,1,1,5,1,1,0,0,1,5,42,56,0,2,La Victoria
H01743,613847,3,1,7,3,0,1,1,1,2,32,50,0,1,Manablanca
H01744,2400421,2,1,4,1,0,0,1,1,2,24,10,0,4,Santa Ana
H01745,1146414,1,1,5,2,1,0,1,1,4,71,32,0,2,Altos del Sol
H01746,538619,2,0,7,1,1,1,1,0,5,44,50,0,1,Las Acacias
H01747,585881,2,1,3,3,0,0,0,1,3,62,51,0,2,Altos del Sol
H01748,1504657,2,0,6,2,0,0,1,1,2,5,18,0,2,El Porvenir
H01749,2504250,3,1,3,2,0,0,1,1,1,8,16,0,4,El Progreso
H01750,3488356,3,0,3,2,0,0,1,1,2,61,21,0,2,Los Pinos
H01751,1799418,2,0,1,4,1,0,0,1,5,77,35,0,2,Las Flores
H01752,1458955,2,1,4,2,0,0,1,1,5,77,55,1,3,Altos del Sol
H01753,1348174,1,0,4,2,1,0,0,1,3,68,63,0,2,La Aurora
H01754,1584924,1,1,3,2,0,0,1,1,3,30,47,1,3,Las Acacias
H01755,1584164,1,0,6,3,1,0,0,1,3,27,28,0,2,Villa Diana
H01756,2011276,3,1,3,2,1,0,1,1,3,32,3,0,4,Los Pinos
H01757,3195979,3,0,2,2,0,0,1,1,2,8,9,1,4,El Porvenir
H01758,603065,1,1,6,3,0,0,0,1,4,12,23,1,2,Las Acacias
H01759,2129896,2,0,4,0,0,0,1,1,1,69,9,0,2,San Jorge
H01760,1059087,1,0,3,3,0,0,0,1,3,12,30,0,2,Santa Ana
H01761,556685,2,0,6,2,0,0,1,0,4,102,41,0,2,Villa Sofía
H01762,2066729,2,0,6,1,0,0,0,1,2,67,89,0,4,Nueva Colombia
H01763,2548843,2,0,1,2,0,0,1,1,1,3,24,0,4,Bellavista
H01764,1643045,1,0,4,4,0,0,1,1,4,23,4,0,2,Villa Diana
H01765,1813678,2,1,3,3,0,0,1,1,4,34,27,0,3,La Victoria
H01766,665560,2,1,7,1,0,0,0,0,4,20,76,0,2,San Luis
H01767,873828,3,1,6,1,1,0,1,0,3,56,49,0,2,El Bosque
H01768,963760,1,1,5,2,0,0,0,1,5,49,54,1,2,Las Acacias
H01769,1862106,2,0,5,2,0,0,1,1,3,21,38,1,2,El Bosque
H01770,3098503,3,0,6,0,0,1,1,1,2,18,20,0,4,San Luis
H01771,1154142,1,0,7,2,0,0,0,1,4,41,17,0,2,El Porvenir
H01772,785200,1,0,5,4,0,0,0,1,1,58,19,0,1,El Progreso
H01773,3768565,2,0,5,1,0,0,1,1,1,34,22,0,3,La Primavera
H01774,1195507,2,1,8,4,0,0,0,1,5,89,80,0,2,Villa Sofía
H01775,3694672,3,0,4,1,1,0,1,1,2,36,18,0,4,Los Pinos
H01776,2406710,3,1,4,1,1,0,1,1,3,29,17,0,4,La Unión
H01777,1458310,3,0,5,2,1,1,0,1,4,60,27,0,3,Bellavista
H01778,667050,1,1,5,1,0,0,1,1,3,21,27,0,2,Buenos Aires
H01779,905476,2,0,2,2,0,0,1,1,2,52,25,1,2,Los Pinos
H01780,951814,2,1,3,2,0,0,0,1,2,32,57,0,2,La Unión
H01781,1036773,2,0,6,2,1,0,1,1,2,26,24,1,2,El Progreso
H01782,1114963,2,1,7,2,1,0,0,0,4,127,62,0,2,Nueva Colombia
H01783,1026685,2,1,5,2,0,0,1,0,3,46,9,0,4,Bellavista
H01784,1549432,1,1,4,3,0,0,1,0,5,40,36,0,1,Las Flores
H01785,2105637,3,0,3,2,0,0,1,1,1,42,28,0,3,El Porvenir
H01786,2317632,2,1,5,2,0,0,0,1,4,102,52,0,3,La Primavera
H01787,1640856,2,1,8,3,0,0,1,1,4,28,21,0,4,El Progreso
H01788,1055138,1,1,3,2,1,0,1,1,1,49,29,0,2,San Carlos
H01789,1765582,1,1,5,3,1,0,1,1,4,49,46,0,2,San Luis
H01790,1982294,2,0,3,2,1,0,1,1,5,47,20,0,2,Bellavista
H01791,1253501,2,1,4,2,0,0,0,1,3,6,15,1,1,El Porvenir
H01792,2991965,2,1,4,2,1,0,1,1,1,43,24,0,4,Santa Ana
H01793,1870281,2,0,5,1,0,0,0,1,2,43,35,0,3,San Carlos
H01794,2261198,2,1,5,3,0,0,1,0,3,51,38,1,4,La Unión
H01795,1779403,3,1,6,5,1,1,0,1,2,49,23,0,3,Villa Sofía
H01796,2396229,3,0,4,1,1,0,1,1,2,38,24,0,4,Buenos Aires
H01797,783535,1,0,5,3,0,0,0,1,5,21,25,0,4,Nueva Colombia
H01798,1350975,2,1,6,0,0,0,1,1,4,61,38,0,1,Altos del Sol
H01799,1131676,2,0,2,2,0,0,0,0,5,65,6,0,2,La Unión
H01800,1686665,2,0,4,1,0,0,1,1,3,61,46,1,2,La Aurora
H01801,1977619,1,1,6,4,0,0,1,1,2,39,29,0,2,Bellavista
H01802,2305234,4,0,3,1,1,0,1,1,1,48,14,0,3,La Esperanza
H01803,806406,1,1,6,1,0,1,0,0,5,116,35,0,3,Las Acacias
H01804,977262,2,0,5,2,0,0,0,1,4,20,15,0,1,San Luis
H01805,729579,1,1,8,2,0,1,0,0,4,97,64,0,2,El Carmen
H01806,3277143,3,1,4,0,0,0,1,1,1,38,21,0,3,El Progreso
H01807,2392372,2,0,2,2,1,0,1,1,2,18,13,0,5,Centro
H01808,3762717,4,0,3,2,1,0,1,0,1,26,21,0,5,Los Pinos
H01809,1579829,1,1,5,0,0,0,1,1,2,94,50,0,3,La Primavera
H01810,1161034,1,0,3,2,0,0,1,1,2,80,70,0,1,San Jorge
H01811,2693373,4,0,1,0,0,0,1,1,2,21,37,0,5,La Esperanza
H01812,1627645,3,1,3,2,0,0,1,0,4,69,10,1,1,La Victoria
H01813,1289998,1,1,8,2,0,0,1,1,5,58,47,0,2,El Bosque
H01814,1740453,2,1,6,2,0,0,1,1,4,29,43,0,1,La Primavera
H01815,1706719,2,1,4,1,0,0,0,0,4,54,24,0,2,El Porvenir
H01816,3288172,3,1,5,2,0,0,1,1,1,23,15,0,4,Santa Ana
H01817,1084460,2,1,4,1,1,0,1,1,2,57,50,0,3,Las Acacias
H01818,712841,2,1,8,1,0,0,1,1,5,93,59,0,1,Villa Sofía
H01819,1456532,3,1,4,2,0,1,1,0,4,24,53,1,2,El Porvenir
H01820,2896462,2,0,4,3,1,1,1,1,3,24,22,0,5,El Carmen
H01821,2984505,3,0,4,0,0,0,1,1,2,38,40,0,4,La Victoria
H01822,2373062,3,0,4,2,1,0,1,1,2,17,24,0,4,El Carmen
H01823,2863195,3,1,3,2,0,0,1,1,2,14,6,0,4,La Victoria
H01824,1044106,1,1,5,2,0,0,0,0,5,83,37,0,1,Villa Sofía
H01825,1286460,2,1,3,2,0,0,0,1,3,5,16,1,1,El Carmen
H01826,1723728,2,1,5,0,0,0,1,1,5,35,28,1,2,Villa Sofía
H01827,1653725,1,1,5,2,0,0,0,1,3,54,35,1,1,La Aurora
H01828,1032048,1,0,5,2,0,1,1,0,3,20,58,0,1,Manablanca
H01829,1284421,2,0,4,1,0,0,1,1,2,54,40,0,4,Las Flores
H01830,2549293,3,0,5,1,0,0,1,1,1,11,4,0,4,Buenos Aires
H01831,461062,1,1,2,4,0,0,0,0,5,72,61,1,2,San Luis
H01832,1556608,3,1,2,2,1,0,0,1,2,42,31,0,1,Manablanca
H01833,2231701,2,0,4,1,0,0,1,1,3,41,10,1,3,La Victoria
H01834,1082607,2,1,3,0,0,0,1,1,4,56,29,0,3,Villa Diana
H01835,434671,2,0,4,1,0,0,0,1,3,49,26,1,2,El Carmen
H01836,1119586,1,0,2,2,0,0,1,1,3,29,19,1,1,San Luis
H01837,1641086,1,0,2,2,0,0,0,1,3,41,62,0,2,Altos del Sol
H01838,2241868,2,0,1,1,0,0,1,1,2,21,7,0,4,San Luis
H01839,2176132,3,0,4,3,0,1,0,1,3,69,54,1,2,El Carmen
H01840,2187931,3,0,3,2,0,0,1,1,1,14,18,0,3,La Victoria
H01841,1498358,1,1,4,1,0,1,1,1,5,47,52,0,2,Las Acacias
H01842,715085,1,1,5,4,1,0,0,1,5,85,74,1,2,Villa Sofía
H01843,2429407,3,0,3,2,0,0,0,1,2,66,62,0,3,La Aurora
H01844,2738866,2,0,3,1,0,0,1,1,2,38,19,1,4,San Carlos
H01845,1385567,2,1,2,1,1,0,1,1,3,33,48,0,4,Altos del Sol
H01846,1736152,2,1,6,1,0,0,1,1,3,25,20,0,2,Buenos Aires
H01847,934479,1,1,6,4,0,0,1,1,4,116,79,0,1,San Jorge
H01848,731252,2,1,7,2,1,0,1,1,4,95,42,1,1,Villa Sofía
H01849,1358892,1,0,4,2,0,0,0,1,4,35,70,0,2,San Luis
H01850,1268374,2,0,5,6,0,1,0,1,1,50,34,0,3,Altos del Sol
H01851,1646846,2,0,7,2,0,0,1,0,4,14,11,1,4,La Primavera
H01852,2145745,2,0,3,2,0,0,1,1,1,33,31,0,3,Los Pinos
H01853,910077,1,0,6,3,1,0,1,1,4,41,9,0,1,Las Acacias
H01854,1705244,2,1,5,1,0,0,1,0,5,30,22,0,2,La Esperanza
H01855,928062,2,1,7,4,1,0,0,1,5,92,56,1,2,Manablanca
H01856,3407392,3,1,3,2,0,0,1,1,3,36,18,1,4,Las Acacias
H01857,2036362,3,0,4,0,0,0,0,1,1,35,21,0,3,El Carmen
H01858,2469610,2,0,3,2,0,0,1,1,3,41,25,0,4,Buenos Aires
H01859,1997472,2,0,4,2,0,0,0,1,2,94,36,0,1,Nueva Colombia
H01860,965042,1,0,3,1,0,0,0,1,2,20,26,0,1,El Bosque
H01861,1081669,1,1,6,3,1,0,0,0,5,92,36,0,1,Las Acacias
H01862,1461510,2,1,5,2,0,0,1,1,5,76,17,0,2,Bellavista
H01863,2182922,2,1,3,1,0,1,0,1,5,30,16,1,2,Buenos Aires
H01864,827216,1,1,3,3,0,0,0,1,4,69,67,0,3,Altos del Sol
H01865,1391204,2,0,4,3,0,0,0,0,3,34,28,0,1,El Bosque
H01866,2406302,3,0,2,1,0,0,1,1,3,51,12,0,4,La Primavera
H01867,2111809,3,1,6,0,0,0,1,1,1,24,19,0,2,Bellavista
H01868,2363422,3,0,4,4,0,0,0,1,3,21,21,1,3,El Carmen
H01869,3040316,4,0,4,1,0,0,1,1,3,35,24,1,3,San Carlos
H01870,1922863,2,0,4,4,0,0,0,1,3,55,59,1,2,Nueva Colombia
H01871,1264739,1,0,3,2,0,0,1,1,5,66,6,1,2,La Primavera
H01872,2012801,2,0,2,1,1,0,0,1,3,50,20,0,3,Villa Diana
H01873,1650632,2,0,3,2,0,0,1,1,2,68,57,0,2,San Luis
H01874,877238,1,1,4,2,1,1,0,1,5,42,31,0,3,El Bosque
H01875,1081778,2,1,4,2,0,0,1,1,5,33,14,1,1,La Unión
H01876,3514123,4,1,3,1,0,0,1,1,1,24,23,1,3,Santa Ana
H01877,1336935,1,0,4,2,0,1,1,1,4,11,29,0,4,Buenos Aires
H01878,1500869,3,0,5,1,0,0,0,1,5,106,38,1,2,Villa Sofía
H01879,834608,3,0,4,3,0,1,1,1,4,21,29,1,1,Bellavista
H01880,1450506,1,1,5,2,0,0,1,1,3,51,36,1,1,San Jorge
H01881,1907103,3,0,5,3,0,0,0,1,5,46,49,0,3,El Carmen
H01882,2010133,3,1,5,2,0,0,1,1,2,28,15,0,3,Nueva Colombia
H01883,1452955,1,0,5,2,0,0,0,1,3,49,14,0,2,Las Flores
H01884,2495898,2,1,1,2,0,0,1,1,2,16,14,0,3,Santa Ana
H01885,3474302,3,0,5,1,1,0,1,1,2,36,11,0,4,Las Acacias
H01886,1075910,3,0,5,0,0,0,0,0,5,78,41,0,4,Bellavista
H01887,760845,3,0,3,1,0,0,0,1,1,13,14,1,2,La Unión
H01888,915269,2,1,8,1,1,0,0,0,5,45,34,0,1,El Bosque
H01889,1643428,3,1,6,1,0,0,1,1,4,33,15,0,2,Los Pinos
H01890,1942573,2,1,3,1,0,0,1,0,2,31,9,0,4,La Victoria
H01891,1412454,2,0,6,0,1,1,1,1,1,129,79,0,2,San Luis
H01892,2245335,3,0,5,3,0,0,1,0,3,36,16,0,3,San Carlos
H01893,2684511,2,1,2,1,1,0,1,1,1,34,20,0,5,Buenos Aires
H01894,1565979,1,0,6,2,1,0,0,1,2,91,15,0,4,Manablanca
H01895,499428,2,1,3,3,0,0,1,0,4,74,80,0,1,La Primavera
H01896,1330463,1,0,5,0,0,0,0,1,4,64,47,0,1,Manablanca
H01897,1494861,2,0,3,0,1,0,1,1,4,54,33,0,4,San Jorge
H01898,1438968,1,1,5,3,0,0,1,1,4,63,12,0,2,Buenos Aires
H01899,2729144,4,1,4,2,0,0,1,1,2,25,22,0,5,Buenos Aires
H01900,859644,2,1,4,1,0,0,1,1,5,21,20,0,3,Villa Diana
H01901,2184899,2,0,3,1,0,0,1,1,1,38,15,0,3,La Primavera
H01902,1582484,1,1,4,1,1,0,0,0,3,41,18,0,4,Villa Diana
H01903,2656887,2,0,4,1,0,0,1,1,1,22,34,0,4,San Carlos
H01904,1358456,1,1,4,2,0,0,0,1,2,37,43,0,3,El Porvenir
H01905,616087,2,1,5,3,1,0,1,0,5,97,40,0,1,Manablanca
H01906,1519066,3,1,3,3,0,0,1,1,3,76,41,0,1,Villa Sofía
H01907,2082319,2,0,3,2,0,0,1,0,3,65,67,1,1,La Victoria
H01908,2055049,1,1,6,2,1,0,0,0,3,90,61,0,2,Nueva Colombia
H01909,2010983,2,0,4,0,0,0,0,0,4,95,38,0,1,El Bosque
H01910,1289578,2,1,4,1,0,0,0,1,3,37,59,0,1,Nueva Colombia
H01911,314854,1,1,5,2,1,0,0,1,2,21,14,1,2,San Carlos
H01912,1033535,1,0,7,4,0,0,1,0,3,14,25,0,3,Villa Sofía
H01913,1398459,1,0,4,2,0,0,1,1,3,67,38,0,2,La Aurora
H01914,1364745,2,1,6,2,0,0,1,1,2,19,22,0,3,San Carlos
H01915,1067684,2,1,5,0,1,0,1,1,5,55,31,0,2,La Aurora
H01916,1453693,2,1,3,3,0,0,1,0,3,13,14,0,2,El Bosque
H01917,2336923,2,0,6,3,0,0,1,1,4,49,34,0,2,Santa Ana
H01918,1661136,2,0,4,1,0,0,1,1,4,34,9,1,3,Las Flores
H01919,482122,2,1,3,1,0,1,1,1,4,22,42,0,1,Las Flores
H01920,834211,2,1,6,2,0,1,0,0,5,90,71,0,1,La Aurora
H01921,1086949,3,1,3,3,0,0,1,1,5,26,33,0,2,Las Flores
H01922,674145,2,1,5,1,1,1,0,1,5,116,37,0,2,Las Acacias
H01923,1346388,3,1,3,0,0,0,1,1,2,102,36,0,2,Nueva Colombia
H01924,758775,2,0,4,4,0,0,1,0,5,76,93,0,3,Altos del Sol
H01925,1904826,3,1,4,1,0,0,1,0,5,45,24,1,1,Manablanca
H01926,568643,1,1,3,2,0,0,1,0,3,38,44,0,1,Manablanca
H01927,3215155,3,0,3,0,0,0,1,1,2,14,10,0,2,La Unión
H01928,3291893,2,0,3,0,1,0,1,1,1,22,28,1,3,La Esperanza
H01929,760886,2,1,7,4,0,0,0,0,4,20,23,0,2,La Primavera
H01930,862761,2,1,4,1,0,0,0,1,3,15,17,1,2,Villa Diana
H01931,2047468,3,0,5,0,0,0,1,1,3,18,39,1,1,Villa Diana
H01932,1681984,2,0,9,1,1,0,1,1,3,23,30,0,4,Villa Sofía
H01933,3095413,3,1,2,1,0,0,1,1,2,59,21,0,4,Santa Ana
H01934,1655801,2,0,7,3,0,0,0,0,4,29,18,1,2,Centro
H01935,1478913,2,1,4,1,0,0,0,0,2,23,24,0,2,La Victoria
H01936,2860969,4,1,4,2,0,0,1,1,1,41,26,0,4,La Esperanza
H01937,1769127,2,1,6,2,0,0,1,0,4,50,44,0,1,San Jorge
H01938,1025459,2,1,6,2,0,0,0,0,5,77,35,1,3,La Primavera
H01939,2411532,3,0,6,1,1,0,1,1,4,28,37,0,3,El Carmen
H01940,3237392,4,1,4,1,0,0,1,1,2,36,18,0,4,La Esperanza
H01941,1223643,3,1,4,3,1,0,1,1,3,57,24,0,4,San Luis
H01942,626000,1,0,2,2,0,0,1,0,2,50,23,1,1,La Primavera
H01943,731251,2,1,5,1,1,0,0,1,5,82,62,1,2,Villa Sofía
H01944,2093370,2,0,5,1,0,0,0,1,2,75,40,1,1,La Victoria
H01945,1670229,2,0,4,1,1,0,1,0,4,73,87,0,2,El Bosque
H01946,1500080,2,1,3,1,0,0,0,1,4,73,29,0,2,Las Acacias
H01947,1504088,1,0,5,1,0,0,1,1,4,9,48,0,1,San Luis
H01948,929530,2,0,7,3,1,0,1,1,5,69,88,0,3,San Luis
H01949,982318,1,1,3,0,1,0,1,1,3,68,63,0,1,El Carmen
H01950,2422226,3,1,1,2,0,0,1,1,5,45,63,0,2,Manablanca
H01951,2292763,2,0,8,6,0,0,0,1,2,25,34,0,3,La Victoria
H01952,1550556,2,1,4,1,0,0,1,1,3,46,32,1,4,La Unión
H01953,2618996,3,1,3,1,0,0,1,1,3,29,19,0,5,El Carmen
H01954,1565705,2,1,1,2,0,0,1,1,4,27,32,0,4,Nueva Colombia
H01955,2865474,3,0,4,1,0,0,1,1,2,34,14,0,4,Los Pinos
H01956,1423632,2,1,5,1,0,0,0,0,2,18,55,0,1,La Aurora
H01957,2863452,2,0,4,2,0,0,1,1,2,21,19,0,5,La Primavera
H01958,1845245,3,0,4,3,0,0,0,0,3,34,30,0,3,Centro
H01959,1994496,2,1,7,3,1,0,0,0,3,22,37,1,3,La Unión
H01960,1867951,2,0,3,2,0,0,0,1,4,117,63,0,3,La Victoria
H01961,1479706,2,0,5,1,1,0,1,1,2,66,41,0,2,Buenos Aires
H01962,669576,2,0,4,1,1,0,0,0,4,103,56,0,1,La Aurora
H01963,858367,2,1,4,2,0,0,0,1,2,36,34,1,2,La Victoria
H01964,1769947,2,0,7,3,0,0,1,1,3,35,44,1,2,Villa Diana
H01965,488540,1,1,4,3,0,0,1,1,3,41,31,0,2,San Jorge
H01966,946435,1,1,3,3,0,0,1,1,4,44,44,0,1,La Victoria
H01967,1306496,2,0,5,2,0,0,1,1,5,50,58,0,2,San Luis
H01968,1111985,2,1,7,3,0,0,1,1,4,81,57,0,2,La Primavera
H01969,1329015,1,0,6,2,0,0,1,1,4,36,79,1,1,El Bosque
H01970,300000,1,1,3,1,1,0,0,1,1,13,38,0,2,La Victoria
H01971,1021155,1,0,7,4,0,0,0,0,4,113,42,0,2,San Jorge
H01972,1458111,2,1,2,2,1,0,1,1,2,28,35,0,4,San Carlos
H01973,2831116,2,0,4,0,0,0,1,1,2,17,21,0,5,El Carmen
H01974,3385682,3,0,2,1,0,1,1,1,2,24,17,0,2,Las Flores
H01975,684550,1,1,4,2,1,0,1,1,4,74,27,1,1,Santa Ana
H01976,1142546,1,0,4,4,0,0,0,0,5,93,62,0,3,Nueva Colombia
H01977,1278389,2,1,4,2,0,0,0,0,3,40,38,0,3,Las Flores
H01978,1510914,2,1,5,1,0,0,0,0,3,49,60,0,3,La Aurora
H01979,1014299,2,1,7,2,0,0,1,0,5,74,96,1,2,El Bosque
H01980,796115,1,1,5,0,1,0,0,1,4,35,26,0,2,La Aurora
H01981,3325005,3,0,5,1,0,1,1,1,1,29,22,0,3,La Primavera
H01982,986481,1,1,2,3,0,0,0,1,3,78,20,0,2,Villa Sofía
H01983,3108275,3,0,3,1,0,0,0,1,2,27,11,0,3,Santa Ana
H01984,3170114,3,1,3,1,0,0,1,1,2,10,19,0,3,San Jorge
H01985,3648101,3,1,4,1,0,0,1,1,1,19,26,0,4,El Porvenir
H01986,2046900,3,1,7,3,1,0,0,1,2,50,15,0,4,El Porvenir
H01987,1368116,2,1,3,2,0,0,0,1,2,44,43,1,2,Las Flores
H01988,2676934,3,1,2,2,0,0,0,0,1,22,17,0,4,San Carlos
H01989,1189405,2,1,3,4,0,0,0,1,4,44,6,0,4,Altos del Sol
H01990,1688806,2,1,6,1,0,0,1,1,4,76,26,0,2,El Carmen
H01991,1885582,2,1,6,2,1,0,0,0,3,23,48,0,1,Buenos Aires
H01992,891170,3,0,4,3,0,0,0,1,3,5,35,0,2,San Carlos
H01993,1358815,2,1,6,3,1,1,0,1,2,39,29,0,4,Villa Sofía
H01994,1793496,1,0,3,3,1,0,1,0,4,34,15,0,3,Las Flores
H01995,736499,3,1,3,2,0,0,0,1,4,36,23,0,3,Bellavista
H01996,1239799,1,1,2,1,0,0,1,1,3,40,37,0,1,El Progreso
H01997,1624335,2,0,5,2,0,0,0,1,4,8,46,1,4,La Aurora
H01998,1393676,2,0,3,0,0,0,0,1,1,5,26,0,2,El Bosque
H01999,2027499,3,0,4,2,0,0,1,1,4,37,23,1,3,Centro
H02000,2130459,2,0,3,2,1,1,1,1,3,6,7,0,5,El Progreso
H02001,930140,1,1,4,0,0,0,0,1,3,47,24,0,2,San Luis
H02002,2154591,1,1,3,1,1,0,1,1,5,17,37,0,2,San Carlos
H02003,1813300,2,1,3,0,1,1,0,1,3,75,33,0,2,La Victoria
H02004,570111,2,0,6,1,0,0,1,1,5,51,25,0,2,Bellavista
H02005,1553621,2,1,6,3,1,0,0,0,4,43,13,0,3,San Luis
H02006,891662,2,1,6,3,0,0,1,1,5,58,31,0,2,San Luis
H02007,1704968,2,1,3,1,0,0,1,1,4,57,16,0,4,El Carmen
H02008,897949,1,1,7,4,0,0,0,0,3,51,39,0,3,San Luis
H02009,1712873,3,0,7,2,0,0,1,0,3,47,18,1,2,Villa Diana
H02010,3171661,3,1,2,0,0,0,0,1,2,38,3,1,5,La Victoria
H02011,2618261,3,0,9,4,0,0,0,1,5,14,41,0,2,El Progreso
H02012,1595926,2,0,5,1,0,0,0,0,3,72,36,1,3,San Luis
H02013,1329094,2,1,6,2,1,0,0,0,4,72,49,1,1,La Aurora
H02014,1704961,1,1,2,0,0,0,0,1,2,62,15,0,2,San Luis
H02015,830797,1,0,3,1,0,0,1,0,3,19,43,0,1,Altos del Sol
H02016,1029897,1,1,3,2,1,0,0,1,2,66,33,1,3,El Porvenir
H02017,1384725,2,1,3,0,1,0,1,1,3,68,46,0,3,Las Flores
H02018,1714438,2,0,3,0,0,0,1,1,2,31,29,1,3,San Jorge
H02019,3481223,3,0,5,3,0,0,1,1,3,41,13,0,4,El Porvenir
H02020,1203789,1,1,7,1,1,0,1,1,3,26,24,0,3,Centro
H02021,3198527,3,0,3,1,0,1,1,1,1,40,16,1,3,La Esperanza
H02022,648500,2,1,5,1,1,0,1,0,3,29,30,1,3,La Esperanza
H02023,1294885,2,0,5,0,0,0,1,0,4,76,89,0,2,Villa Sofía
H02024,1416063,2,0,2,3,0,0,1,0,4,5,15,0,1,San Luis
H02025,1178789,1,0,5,3,0,0,1,1,2,23,24,0,2,La Unión
H02026,1300612,3,1,7,1,0,0,1,0,3,69,52,1,4,Altos del Sol
H02027,1302013,2,1,4,2,0,0,0,1,3,21,33,1,3,La Unión
H02028,1348517,1,0,5,2,0,0,1,1,3,51,24,1,2,Bellavista
H02029,1393499,1,1,3,0,0,1,1,1,1,28,45,0,2,El Porvenir
H02030,3399412,4,0,2,2,1,0,1,1,2,32,21,0,5,La Primavera
H02031,4160039,4,0,3,1,1,0,1,1,2,12,20,0,3,Villa Diana
H02032,2230319,3,0,4,0,0,0,1,1,2,24,15,0,5,Los Pinos
H02033,1877283,2,1,7,4,0,0,1,1,2,14,33,0,4,Bellavista
H02034,349722,1,1,4,2,1,0,1,0,5,32,28,1,2,Manablanca
H02035,2286328,3,0,6,0,0,0,1,1,3,36,23,0,1,San Jorge
H02036,1606358,1,1,4,1,1,0,0,1,5,73,23,0,1,El Carmen
H02037,2197793,3,0,5,4,0,0,1,0,2,25,15,0,2,El Progreso
H02038,3108526,3,0,4,2,0,0,1,1,2,32,23,0,3,La Unión
H02039,2816001,4,1,4,1,0,0,1,1,1,36,17,0,4,El Porvenir
H02040,1394227,3,0,3,2,0,0,0,1,3,96,68,0,1,Las Acacias
H02041,1626547,2,0,5,3,1,1,1,1,4,24,23,0,3,El Bosque
H02042,1199113,1,1,5,2,1,0,1,0,3,103,56,0,2,El Carmen
H02043,2118767,3,0,7,4,0,0,0,1,3,52,49,0,3,Villa Sofía
H02044,818079,1,1,4,3,0,0,0,0,5,127,104,0,1,San Jorge
H02045,1838224,2,1,4,4,0,0,0,1,3,82,31,0,4,La Aurora
H02046,692563,1,1,7,2,0,1,0,1,4,35,29,1,3,Villa Sofía
H02047,1475840,1,1,5,1,0,0,0,1,3,52,4,0,1,Los Pinos
H02048,2132270,4,0,3,2,0,0,1,1,3,39,7,0,2,La Esperanza
